lake_lon_decdeg,lake_lat_decdeg,lagoslakeid,lake_namelagos
-81.6450875107,41.0167294734,110248,NA
-81.6400136354,39.7738624619,95915,NA
-81.6383710927,39.7702132244,125964,NA
-81.6332277979,39.7779703096,55435,NA
-81.6349565875,39.9912696135,107263,Luburgh Lake
-81.6455711879,40.2636649544,72940,NA
-81.6370874868,40.2689777538,115392,NA
-81.6425765456,40.6698256496,56487,NA
-81.6427470981,40.9555273169,40917,NA
-81.6209566175,39.7768773884,109268,NA
-81.6253704808,40.2706393643,53466,NA
-81.6002478132,40.4259970577,44103,Farm Lake
-81.6051344168,40.6149986955,28271,NA
-81.6016009842,40.6726520798,78250,NA
-81.5936375126,40.0975141402,55432,NA
-81.5920769218,40.6924760669,37719,NA
-81.588935961,41.106039484,126516,NA
-81.5534401088,40.0057243582,19883,Cambridge City Reservoir
-81.5657207959,40.1017036087,82428,NA
-81.5615075959,40.6378179451,102029,Beach City Lake
-81.545846014,39.9611904808,38738,NA
-81.5416202784,40.8480810903,11595,Coronado Lake
-81.5362360123,41.011003288,47126,Dollar Lake
-81.5319976351,40.8250039015,259185,NA
-81.5301960132,40.847527650400004,74022,Crystal Lakes
-81.5205515005,40.9416214173,116470,NA
-81.5083073352,40.8063470749,24210,NA
-81.5140063237,40.8585004452,137901,NA
-81.506798042,40.8570105275,77168,NA
-81.5001326506,40.4416961513,17738,Cross Creek Coal Company Reservoir 0314-00
-81.4777228203,40.0675992356,69933,NA
-81.4785309396,40.3438590081,82436,NA
-81.4679870686,40.5900172483,119640,NA
-81.456650032,40.8750935544,9006,Lake Slagle
-81.4415756269,40.3674610647,13647,NA
-81.4511239635,40.5502728568,31478,NA
-81.4433863266,40.8897484151,67878,NA
-81.44174157,40.9907155652,44111,NA
-81.4321897398,39.887649091,16689,NA
-81.437667728,40.8503437106,70925,NA
-81.4251005077,40.9781527256,117484,NA
-81.4347909477,40.9944359249,66863,NA
-81.4161653604,40.617014434,134832,Lime Kiln Lake
-81.4177186941,40.9913428546,60588,NA
-81.3992587793,40.0218720078,112378,NA
-81.4041192398,40.2854038133,126519,Lake Page
-81.4005104833,40.446374937,66864,NA
-81.38931139,40.4368125108,259186,NA
-81.3791397686,40.6717604196,65831,NA
-81.3652399743,40.3010440821,125975,NA
-81.3590790385,40.419696819,75068,NA
-81.3603768503,40.662747129,259187,NA
-81.3354840482,39.8968730227,130677,NA
-81.2647577484,40.6311491665,120672,NA
-81.2499307783,40.0040094822,18821,NA
-81.2521623724,40.7409749112,138909,NA
-81.2291865576,40.7236638949,83507,NA
-81.2172415008,40.8615728256,95908,NA
-81.1778589212,40.1115271628,122797,NA
-81.1759797104,40.5597991294,99995,Little Lake in the Woods
-81.1583791861,40.3351043197,105135,NA
-81.1509270688,40.7013637937,259188,NA
-81.1578480946,40.734309374,117477,Squaw Valley Lake
-81.1473166579,40.1965174206,48196,NA
-81.1266142434,40.135013494,127547,NA
-81.1278318035,40.1486607652,103028,NA
-81.1130534067,40.0494667033,63762,NA
-81.1076875988,40.1633273561,61630,NA
-81.1055455032,40.2159531987,57535,NA
-81.0930462718,40.2041390334,113330,Consolidation Coal Company Pond 0110-
-81.0903016163,40.1995744606,15663,NA
-81.1010721817,40.7600250774,103024,Vandergrift Lake
-81.0771381321,40.195751203,131736,NA
-81.0814130149,40.4703757782,109265,NA
-81.0613235051,40.261292943,71903,NA
-81.0550748257,40.2648596248,24198,Consolidation Coal Pond 0210-010
-81.0284235586,40.7003462052,93896,NA
-81.0051461687,40.7442800715,118589,NA
-80.9097203009,40.7542946504,90797,NA
-80.9065564776,40.7546597972,31480,NA
-80.8999771774,40.7583798828,29330,Slates Reservoir
-81.5399240302,40.987513055,899,Portage Lakes; Miller Lake; West Reservoir; East Reservoir
-82.7233072568,40.312597912,61628,NA
-82.7100465599,40.3982647248,14681,NA
-82.6681873707,39.9880417952,110249,NA
-82.6485528798,40.1555694912,122792,Beaver Lake
-82.6408047925,40.7760379669,130672,NA
-82.6409085935,40.7965865315,134835,NA
-82.6429567603,40.8688131711,63761,NA
-82.6304906294,40.0657100457,49294,NA
-82.6249678415,40.0953036873,64877,NA
-82.6108840976,40.6656099597,48199,NA
-82.6089097325,40.8239607814,63772,NA
-82.5604777508,40.2219807439,96922,NA
-82.5656840472,40.9029534589,79309,NA
-82.5270797622,40.4536488621,259189,NA
-82.5268005875,40.5349474879,63764,NA
-82.4931976588,40.3747713657,29324,NA
-82.4813677129,40.8783443155,87703,NA
-82.4608823872,40.0947447629,75075,NA
-82.4485232831,40.4236860745,139963,NA
-82.4380414616,39.943522127,77172,NA
-82.4432836104,40.104106308,34543,NA
-82.4303029026,40.7260587676,90793,Geottl Pond
-82.4199412765,40.0988022366,43086,NA
-82.3835002903,40.0910962847,29335,NA
-82.3223671399,40.8937864005,83510,NA
-82.3066104978,40.0181869642,64820,NA
-82.3050274687,40.8905979278,124905,Emmons Lake
-82.2923421062,40.8325914022,113396,Jacobs Lake
-82.2803463806,39.8822896737,68854,NA
-82.2573822608,40.8544135872,19876,NA
-82.2604947412,40.9618931859,133809,Slyman Lake
-82.2463335091,40.973311095,33482,NA
-82.2485817493,40.9892906336,45099,NA
-82.2090501371,40.3865467946,24194,NA
-82.1977106805,39.6773337462,125973,NA
-82.2056806971,39.7822587993,61627,NA
-82.1674516401,39.6598163326,140966,NA
-82.1647170694,39.6788804351,107199,NA
-82.1682822007,39.6869807321,38744,NA
-82.1589839593,39.6854439189,72947,NA
-82.1668273795,39.7014029739,34537,NA
-82.1587004201,39.9573428724,97997,NA
-82.1577284056,40.6403679375,259190,NA
-82.1514274657,39.6968814447,35575,NA
-82.1152637664,39.6861510152,65829,NA
-82.1116642601,39.8612240751,69940,NA
-82.1211971418,40.9390461289,135862,NA
-82.0989752197,40.2620018597,133813,NA
-82.0870392378,39.8700700195,47119,NA
-82.0836515155,40.2661509862,43085,NA
-82.0876349793,40.6903231131,31485,NA
-82.0739434851,39.8777500706,39841,NA
-82.0742514931,40.5112516446,12641,NA
-82.0489166742,40.0448140317,116467,NA
-82.0484098589,40.9855064901,77170,NA
-82.0415129739,39.7157119556,54502,NA
-82.0092789109,40.8553731831,125957,NA
-81.9970073915,40.0549271263,35577,NA
-81.9693953977,39.6750774043,70924,NA
-81.9677650371,41.0029361754,259191,NA
-81.959465266,40.2153917233,47127,NA
-81.9533185025,40.2377561984,12634,NA
-81.9568081868,41.0071226977,259192,NA
-81.936279776,40.1922665276,93894,NA
-81.9423405327,40.2388983124,136818,Peabody Coal Company Impoundment 0117
-81.9385202232,40.7723858708,102030,NA
-81.9240086437,39.9506667452,49240,C M Luburgh Estate Pond Number 9717-
-81.9199914676,41.0283333036,259193,NA
-81.9112530051,40.3343763014,67881,NA
-81.9016524125,40.392878962,24207,NA
-81.8751699516,40.2734126506,116469,NA
-81.8665120911,40.1281125359,108173,NA
-81.8583148676,40.1799047947,28276,NA
-81.8619358394,40.2391627144,33485,NA
-81.8599521908,40.2968004002,93903,Mudport Basin
-81.8531919947,40.5569022938,120678,NA
-81.8281597917,40.8916424564,67879,NA
-81.8152830037,40.1787266005,63766,NA
-81.820920074,40.2043017966,83497,NA
-81.80740827,39.7465067728,55436,Ohio Power Company Pond Mb-118
-81.7908410778,40.2304038604,33480,NA
-81.7840878924,40.1800860839,64821,Columbus and Southern Pond 0116-00
-81.7866715702,40.8198454688,51347,NA
-81.7594967841,39.8194760925,36636,NA
-81.7626555664,40.109555208,40912,NA
-81.7648387018,40.2303787066,94909,NA
-81.7657759652,40.9627408068,10572,NA
-81.7431976619,39.7119032251,92872,NA
-81.7476687335,39.733002583,66865,NA
-81.7470838147,40.1505880484,115391,NA
-81.736050529,39.6768138336,78318,NA
-81.7328714644,39.6951322414,82435,NA
-81.7300030709,39.7038088822,42027,Ohio Power Company Pond Number 9515-025
-81.7391219519,39.7344243884,76117,NA
-81.73695044,39.7593165054,95903,NA
-81.7383706764,39.8558872927,103033,NA
-81.7348466938,39.8658687717,95919,NA
-81.7390709932,40.0466945478,108170,NA
-81.7353194353,40.1795513529,96921,NA
-81.7300880085,40.4828903259,47122,Farmerstown Lake
-81.7326996015,40.894244005,126525,NA
-81.7194993184,39.7109659765,100001,NA
-81.7160346284,39.7379526064,39836,NA
-81.7160603073,39.746883323,35578,NA
-81.7176104487,39.76658623,259194,NA
-81.7107659385,39.8306582518,37724,NA
-81.7208137346,39.8768836558,89813,NA
-81.7256665047,40.6020634165,29331,NA
-81.7224349886,40.8873335869,120670,NA
-81.7034271141,39.7064461259,136809,NA
-81.6970956528,39.7846359507,259195,NA
-81.7071175573,40.4273448648,136820,NA
-81.6801936194,39.4165172846,62657,NA
-81.6898698563,39.7970532208,259196,NA
-81.6924608559,39.8661493958,68853,NA
-81.6933506096,39.8798090057,104088,NA
-81.686534353,40.0969072549,19881,NA
-81.6796075319,41.0875620973,118656,NA
-81.6704960688,39.8750276006,65824,NA
-81.6729669334,40.9190181638,22024,NA
-81.6453839892,39.7651637806,134839,NA
-81.6320284709,39.7877677904,19880,NA
-81.640418805,40.2774296358,50346,NA
-81.6412733006,40.7203838056,31483,NA
-81.6404245786,41.021067992,22025,NA
-81.6169421826,40.5974475695,135858,NA
-81.6232309996,40.9451417337,71910,Pancake Lake
-81.6050232289,40.6740671182,32498,NA
-81.6036963768,40.9854870843,107197,NA
-81.6071562171,41.1062593158,19952,Schocalog Lake
-81.5851044485,40.1003592262,111289,NA
-81.5913297773,40.5705458658,26288,NA
-81.5845346535,40.7110143829,102033,NA
-81.5983210941,40.9137622216,119636,NA
-81.5704021851,39.9097066578,259197,NA
-81.5539050438,39.9088950504,105117,NA
-81.5613190919,40.1053352807,67884,NA
-81.551983344,41.0264978005,17732,Lake Nesmith
-81.564574044,41.0333583207,108171,NA
-81.5429436446,40.9835126359,93902,NA
-81.5454728293,41.0555336822,12639,Summit Lake
-81.5217465908,40.2591027698,89807,NA
-81.5194650556,40.5768890182,124899,NA
-81.5221188574,40.9206044789,48200,Comet Lake
-81.5133208253,40.0012161702,30382,NA
-81.5146393149,40.9764615291,44107,NA
-81.4920386769,40.0670751292,22021,NA
-81.488700849,40.3433546627,259198,NA
-81.503162396,40.4401294655,75073,NA
-81.4960659622,40.5298452996,33487,NA
-81.4874325816,40.9118081739,128576,NA
-81.4804073922,40.3390234776,136817,NA
-81.4761896805,40.3840883921,86618,Paradise Lake
-81.4697341693,39.9206835338,81387,Camp Seneca Lake
-81.4614454825,40.5920568204,95914,NA
-81.4548770123,40.8591609759,111291,Lake Cable
-81.4609426866,40.9091191021,93898,NA
-81.4600394455,40.9941761292,82433,Tritts Millpond
-81.4435962232,40.9712959507,34546,NA
-81.4375019665,40.7499130817,32494,NA
-81.4068024999,40.0059809052,95917,NA
-81.4155042272,40.6578737743,17735,NA
-81.4174085143,40.8160946728,52385,Meyers Lake
-81.397591639,40.6098131612,127545,NA
-81.3801738866,40.6806177546,106169,NA
-81.346596892,40.667114308,44106,NA
-81.3342992315,40.4498828512,117486,NA
-81.3302664147,40.8781006923,24197,NA
-81.3363713825,40.8943307462,30387,NA
-81.3115460524,40.0027685431,81383,NA
-81.3025320077,40.007175742,12633,NA
-81.3064528672,40.583438727,114346,NA
-81.302979698,40.9041229089,259199,NA
-81.2886631463,40.0677561443,11598,NA
-81.2822365586,40.2323003987,115396,NA
-81.2931927787,40.9552186193,95909,NA
-81.2771687657,40.0025065158,114350,NA
-81.2744800071,40.2672323632,83496,NA
-81.2757123698,40.3916068365,259200,NA
-81.2738022965,40.8717636123,259201,NA
-81.250917350700007,40.7926406044,96923,NA
-81.2629636883,40.8858030665,118580,NA
-81.2297663379,40.7206336326,62663,NA
-81.2035160231,40.0786737278,9013,NA
-81.1819969934,40.047591799,119641,NA
-81.1715926161,40.6014472683,131740,NA
-81.1697608586,40.7086926739,85574,Pride Valley Beach Club Reservoir
-81.1639898818,40.6399231831,92870,NA
-81.1405075694,40.5988279264,32493,NA
-81.1313395634,40.1460733409,127543,NA
-81.1222666437,40.2002447899,77163,NA
-81.1086468527,40.1288645359,47130,NA
-81.1126639433,40.1914275211,59686,NA
-81.1082280744,40.464991436,26294,NA
-81.113552501,40.4665563527,103034,Stony Lake
-81.1073367992,40.7657059756,129634,NA
-81.1088857563,40.7837501921,128580,NA
-81.0889703835,40.7156491908,259202,NA
-81.0658305953,40.1656448898,18823,NA
-81.0204999863,40.7818525945,35586,NA
-80.9881598465,40.3049126496,78260,Consolidation Coal Company Pond 0207
-82.6180402203,40.7042391573,661,Clear Fork Reservoir
-81.3650814148,39.8956839878,2246,Senecaville Lake
-82.3771277324,40.762741245,3895,Charles Mill Lake
-81.1708597106,40.332703803,494,Tappan Lake
-82.703648672,40.4674932048,113334,Rogers Lake
-82.7146548922,40.6573936428,110237,NA
-82.6826202293,40.068327199,125972,NA
-82.6769293672,40.4478426337,75070,NA
-82.6569371005,40.3193674025,102032,NA
-82.6507776819,40.2779521573,22082,NA
-82.6245221862,40.7114564538,105128,NA
-82.5759382104,40.6723555419,55434,NA
-82.5880259923,40.6980682517,259203,NA
-82.5474947565,40.4903460535,90790,NA
-82.5348040643,40.5538001946,109266,NA
-82.5161568925,40.0600676305,99998,Lake Hudson
-82.493660662600007,40.3733560392,38736,NA
-82.4725267774,40.4148050649,48202,Lake Hiawatha
-82.4384311648,40.3023575736,139960,NA
-82.4121000717,40.186812584,259204,NA
-82.4130746977,40.8190265793,90792,NA
-82.4104308119,40.0516334181,135863,NA
-82.3819525772,39.952456337,83506,Binns Lake
-82.3857125544,40.2808389531,83509,NA
-82.3730911901,40.42229933,125962,NA
-82.364650169,40.7251063422,60597,NA
-82.3450657261,40.7019438487,259205,NA
-82.3400898804,40.7317666405,35584,NA
-82.3083081927,40.0661545577,83503,NA
-82.2844421965,39.8845836539,130663,Central Silica Company Pond 9722-012
-82.2114243648,39.7790876612,124898,NA
-82.2215973118,40.0537996153,45096,NA
-82.2214742855,40.9501951136,116468,NA
-82.1988958248,39.6535912843,44167,NA
-82.1910217244,39.6701651072,259206,NA
-82.1899390582,40.88938484,13640,NA
-82.1850363959,40.0675270764,97993,NA
-82.1704301564,40.6509546103,125968,NA
-82.143972721,39.6711889715,24270,NA
-82.1268637557,39.7147843517,18824,NA
-82.1288300651,39.7626848924,118586,NA
-82.1266567061,40.0008910296,60600,NA
-82.1286554983,40.013418746,120675,NA
-82.1322406111,40.027871082,131737,NA
-82.1369617989,40.6667438228,82426,Bonnett Lake
-82.1068479876,39.6948153862,30379,NA
-82.0726108574,39.8790304597,119638,NA
-82.0694953682,40.9434779725,139955,NA
-82.0322766886,39.8550327632,25232,NA
-82.0367410164,40.0468942797,37726,NA
-81.9794305521,40.7456746176,259207,NA
-81.9724653363,40.7940653997,111300,NA
-81.9747643338,41.0114626553,47121,NA
-81.9553150709,40.7530340337,259208,NA
-81.9617016137,40.9992367197,259209,NA
-81.9576103129,41.01154377,259210,NA
-81.958029357,41.1173722357,259211,NA
-81.9467354515,41.0852506852,64818,NA
-81.9216462061,40.28189591,134829,NA
-81.9044701227,39.9793264405,43081,NA
-81.9130125041,40.1090672686,130667,NA
-81.9144941446,40.1663347522,69944,NA
-81.9136395021,40.2997345983,31487,NA
-81.9014103014,41.0239752838,259212,NA
-81.8935263592,41.0942299143,38743,NA
-81.8745849347,40.1812828259,9015,NA
-81.883047466,41.065252715,111301,Chippewa Creek Watershed 2A Reservoir
-81.8828924578,41.0910353466,136806,NA
-81.8518573586,41.0377334395,52390,NA
-81.829455388,40.1325073827,12637,NA
-81.8059678691,39.71113699,93893,Ohio Power Company Pond Mb-133
-81.790447474,40.8524505963,114354,NA
-81.7804251379,40.3223342089,124903,Forest Hill Lake
-81.7894763149,41.0498395055,101020,NA
-81.7726887008,39.7168893198,24204,Ohio Power Company Pond Mb-144
-81.767869209,39.8295267443,106170,NA
-81.7433035989,39.6744354648,29334,NA
-81.7492261005,39.7456820193,42025,Ohio Power Company Pond 9515-019
-81.7453217429,39.8408465201,14682,NA
-81.7437826285,40.1486830177,124906,Peabody Coal Company Pond 0115-011
-81.7561334521,40.2138755361,89808,NA
-81.7464143397,40.9629225444,129628,NA
-81.7292720199,39.701675245,26292,NA
-81.7383034495,39.7162693216,108178,NA
-81.7359864904,39.9981428868,92873,NA
-81.7283999951,40.9667619649,96929,NA
-81.7216750133,39.769320909,47125,Ohio Power Company Pond Mum-40
-81.7171021841,39.8459762605,9017,Ohio Power Company Pond 9615-022
-81.7174950829,39.8696154059,78259,NA
-81.7070058663,39.6915725041,140969,NA
-81.6957788021,39.6883169277,58553,Ohio Power Company Pond 9515-011
-81.7037679675,39.7504430357,42026,NA
-81.7015220628,39.7515173122,69941,Ohio Power Company Pond Mb-46
-81.7080573837,39.8375572994,27298,NA
-81.7030064901,40.6863380866,36638,NA
-81.6971063652,40.9226374264,259213,NA
-81.6890589574,39.7765846317,33476,NA
-81.6872123915,39.8495472066,136814,NA
-81.6842633356,39.8743315484,18833,NA
-81.68962193,40.9043284975,105126,NA
-81.6757834735,39.5871111639,24211,NA
-81.6752765708,39.8275858184,259214,NA
-81.6714756895,40.6510349837,259215,NA
-81.6463821191,39.7748023867,99997,Ohio Power Pond Nb-43
-81.6506250574,40.8834465722,25230,NA
-81.6328830295,39.5571111192,130671,NA
-81.6334700092,39.7744985348,98000,Ohio Power Company Pond Nb-64
-81.644560934,39.7800681241,35640,NA
-81.6361775105,40.7613372569,17737,NA
-81.6396331692,41.1238669342,259216,NA
-81.6258745984,39.774884848,137896,NA
-81.6233194293,40.7489750821,136819,NA
-81.6015444638,39.8955490497,120680,NA
-81.5936413154,39.8986271348,74024,NA
-81.5973251185,40.3166567681,16691,NA
-81.5962226994,40.4324660345,71905,Pine Lake
-81.5912826704,40.9161685172,39843,NA
-81.5673599801,40.0026154506,118590,NA
-81.5783198525,40.8967162957,127538,NA
-81.5743154345,40.9148849212,259217,NA
-81.5620224328,40.2555144189,46138,NA
-81.5632000323,40.878536896,15659,Ohnoname 10 Reservoir
-81.5444669973,39.9808833317,58547,NA
-81.5354242275,40.8107000317,54507,NA
-81.5270111747,39.9656088814,77164,NA
-81.5273140353,39.9715056455,54500,NA
-81.5286555723,40.8369096251,259218,NA
-81.5099276271,41.0105165687,40915,Firestone Reservoir
-81.5005526266,40.7218442333,87698,NA
-81.4807559458,39.9637232193,95921,NA
-81.4781607137,40.504366093,114353,NA
-81.4803156159,40.8558068357,36629,NA
-81.4806072823,41.0050984526,113335,NA
-81.4626644338,40.6267288852,62656,NA
-81.4533532998,40.8026602552,2607,Sippo Lake
-81.4642285824,40.9103911212,78258,NA
-81.4429439264,40.8170742494,96931,Spring Valley Lake
-81.4260528836,40.3768407372,91797,NA
-81.4302804031,40.4627249381,259219,NA
-81.4223563228,40.3707208123,138908,NA
-81.4181360645,40.6567159826,111294,NA
-81.3979899917,40.0925874078,111295,Winterset Lake
-81.4056025844,40.6231275136,36637,NA
-81.3855766055,40.1970550844,56490,NA
-81.3912095797,40.2612813457,116471,NA
-81.3754932853,40.3722052514,39848,NA
-81.3845140337,40.422708519,87700,NA
-81.3813509974,40.6654116912,13642,NA
-81.3844381757,40.7104965502,119694,NA
-81.3813079937,40.7101984527,70929,NA
-81.3437272571,40.1732855131,134831,NA
-81.3435161153,40.6669135014,23108,Fry Pond
-81.3530750852,40.9280572779,62659,NA
-81.3206478825,40.8567933909,259220,NA
-81.2944928805,40.2969590164,120679,NA
-81.28754723,40.6907746077,105132,NA
-81.2672150364,39.9775536297,105131,NA
-81.2780609755,40.902160332,42019,NA
-81.2611554145,39.9822642856,52392,NA
-81.2550246092,40.0103785276,25229,NA
-81.2549494439,40.5014140941,91798,NA
-81.2302029488,40.4453486684,108168,Stanley Lake 006
-81.2333191043,40.8832629333,103029,NA
-81.2393456653,40.932845766,114355,NA
-81.2261661826,40.7229123299,103027,NA
-81.1939762006,40.5967714584,136816,NA
-81.1951414541,40.6555066282,116466,NA
-81.1748329307,40.0793519642,83501,NA
-81.1532852906,40.3343725553,10573,NA
-81.1433489137,40.7333138158,92875,Hill Pond
-81.1254855956,40.1242914012,84562,NA
-81.0881744552,40.1212596648,63765,NA
-81.0781816261,40.0974553262,83508,NA
-81.0797057421,40.7015556668,136810,NA
-81.0479897124,40.1853478053,259221,NA
-81.0547195672,40.4935859867,43087,NA
-81.0225320984,40.2109822338,88744,NA
-80.9791323537,40.7504103996,56488,NA
-80.9812769265,40.7901403491,2039,Zepernick Lake
-80.9645978533,40.6202334173,122790,NA
-80.9524125773,40.6689028898,134827,France Lake
-80.9441632511,40.7316948097,93901,Manfull Lake
-80.5318872955,38.6163864568,259222,NA
-82.1326754572,38.8377778367,259223,NA
-82.1258463191,38.8377851259,259224,NA
-81.9528574476,38.5478188121,259225,NA
-81.9369668142,38.4674986377,259226,NA
-81.8480955004,38.4243326506,259227,NA
-81.8453062855,38.5015683301,259228,NA
-81.8387000421,38.3429251243,259229,NA
-81.8272578657,38.4443806197,259230,NA
-81.8249380711,38.4492338496,259231,NA
-81.7971722476,37.8570203381,259232,NA
-81.7528323236,38.3702765923,259233,NA
-81.5991355791,36.5954736905,259234,NA
-81.5689506145,38.557605007,259235,Yukon Lake
-81.4744412956,38.3017087776,259236,NA
-81.3751308543,37.7613758309,259237,NA
-81.3678156416,37.1012303729,259238,NA
-81.2901259358,36.8633030578,259239,NA
-81.2514046463,37.3028693148,259240,Bluewell Dam Number One
-81.2174406337,37.9460045293,259241,Plum Orchard Lake
-81.1889798401,36.6743234507,259242,NA
-81.1813948567,36.6341135495,259243,NA
-81.1782307897,36.7102093412,259244,NA
-81.1817846888,37.9132316665,259245,NA
-81.161559554,37.7218566855,259246,Blue Jay Lake
-81.1216762275,37.9112969156,259247,NA
-81.1176316119,37.938991249,259248,NA
-81.0889392408,37.3640268406,259249,Douglas Lake
-81.0335899968,36.6024360697,259250,NA
-80.9815249571,37.6636754751,259251,NA
-80.9193349152,37.5301988704,259252,NA
-80.9029037849,36.9522567761,259253,NA
-80.8791947499,36.9739099467,259254,NA
-80.859419513,38.4580334456,259255,NA
-80.8444906137,37.4853606099,259256,NA
-80.6828204386,38.2727704631,259257,NA
-80.6407816924,38.1518618178,259258,NA
-80.5786355156,36.9917033117,259259,Ottari Lake
-80.5624761706,36.6906119714,259260,NA
-80.5510361828,36.6805627309,259261,NA
-80.3496482375,37.6198952899,259262,Moncove Lake
-80.188142591,38.3142243572,259263,NA
-80.167835585,38.3072847667,259264,NA
-81.2995338764,37.7909149713,259265,Stephens Lake
-80.8674000954,37.0435923411,259266,Gatewood Reservoir
-80.6270740183,37.0451806422,259267,Claytor Lake
-81.9466375148,38.4511782616,259268,NA
-81.8940256494,38.5186085621,259269,NA
-81.8502679458,38.3668937409,259270,NA
-81.8487142153,38.4569522879,259271,NA
-81.8445710778,38.5007853555,259272,NA
-81.8312304841,38.4807817226,259273,NA
-81.7064642193,38.3634940091,259274,NA
-81.6233243725,36.4039339447,259275,NA
-81.6165747071,37.916085322,259276,NA
-81.3751415082,36.3582461484,259277,NA
-81.3569097804,37.8867559373,259278,NA
-81.3282163245,37.268654121,259279,Falls Mills Lake
-81.3235891019,36.8363882312,259280,NA
-81.1451559274,36.4263542536,259281,Willis Lake
-81.0952727165,36.4470781043,259282,Temple Lake
-81.0952725789,37.7250594913,259283,NA
-81.0825449903,37.7328709186,259284,NA
-81.0492103256,36.4422105047,259285,Noname
-81.0022693638,36.4655575127,259286,NA
-80.9945795947,36.4835300684,259287,Noname
-80.9772484018,36.5424260171,259288,NA
-80.969627848,37.5273192016,259289,Sun Valley Lake
-80.7847043735,37.4283253015,259290,NA
-80.7148142306,36.6548025857,259291,NA
-80.7154801299,36.8338634613,259292,NA
-80.6990915693,36.6945173793,259293,NA
-80.6750743231,36.7108580597,259294,NA
-80.5917719461,37.1267345906,259295,NA
-80.6030075981,37.6011220109,259296,NA
-80.5949197146,37.6052297575,259297,NA
-80.5194067571,36.6494614506,259298,NA
-80.4909033424,38.1303406532,259299,NA
-80.4757076842,36.8869547402,259300,NA
-80.4679890776,37.281351904,259301,Pandapas Pond
-80.4640216739,37.7747187788,259302,NA
-80.1782286938,38.30281043,259303,NA
-80.1391867342,37.0006163645,259304,NA
-80.8676777543,38.2120563788,259305,Summersville Lake
-81.9076656526,38.4130388767,259306,NA
-81.8451129181,38.3901615183,259307,NA
-81.8525873115,38.4010602245,259308,NA
-81.8530975162,38.4192652423,259309,NA
-81.6418533478,38.0034185704,259310,NA
-81.616345082,37.8391615227,259311,NA
-81.562581667,38.2429790758,259312,NA
-81.5518887297,38.2524184287,259313,NA
-81.3809565132,37.1268481762,259314,Tazewell County Sportsmen Club Lake
-81.3238608871,37.2328143008,259315,NA
-81.2989225131,37.2973830464,259316,NA
-81.2465539001,38.351935092,259317,NA
-81.24695956,37.3098848652,259318,NA
-81.1934747926,37.1292341341,259319,NA
-81.1354955241,37.1056979217,259320,Crab Orchard Lake
-81.1506079213,37.2809940269,259321,NA
-81.1422611919,37.3191806845,259322,NA
-81.1483678407,37.3367818151,259323,NA
-81.1347167566,36.7159965944,259324,NA
-81.1157685212,36.9934143795,259325,NA
-81.0852700841,37.6951798448,259326,NA
-81.0285393164,38.3044479184,259327,NA
-80.9999100902,37.0316587501,259328,NA
-80.9953981745,37.6660151128,259329,NA
-80.9538487435,37.9748546903,259330,Boley Lake
-80.9373278543,38.2181654175,259331,NA
-80.8885462341,37.7123089594,259332,Bass Lake
-80.8484962653,38.3112136827,259333,NA
-80.7686445994,37.3490152325,259334,NA
-80.6873547355,37.6832236198,259335,NA
-80.6815454419,37.9575243164,259336,NA
-80.5128574095,38.3136700351,259337,NA
-80.4974868294,36.6623112035,259338,NA
-80.5027056748,37.8241893707,259339,NA
-80.3201797531,37.7831081505,259340,NA
-80.1637606068,37.9450792475,259341,NA
-80.0081609515,38.0036216415,259342,Lake Sherwood
-82.0201940355,38.4087209307,259343,NA
-81.990132198,38.4117058799,259344,NA
-81.8458845505,38.3490982135,259345,NA
-81.8477496806,38.4325848449,259346,NA
-81.8505653039,38.4611469178,259347,NA
-81.8299541197,37.9051917392,259348,NA
-81.8312498626,38.4763034726,259349,NA
-81.7927905035,38.3792101366,259350,NA
-81.6863187707,36.1753073446,259351,NA
-81.6750578487,38.3621651782,259352,NA
-81.608379795,38.5752245071,259353,NA
-81.4481790771,36.3470146087,259354,Lake Ashe
-81.3980281655,38.6755292686,259355,NA
-81.3778793882,37.104017463,259356,NA
-81.3626900322,37.8879530194,259357,NA
-81.3238712632,36.407414002,259358,NA
-81.3170681347,36.9235871408,259359,NA
-81.2587334349,37.4539845538,259360,NA
-81.2313157344,37.9541810171,259361,NA
-81.2175361917,37.9462563114,259362,Plum Orchard Lake
-81.1427761272,37.4059812593,259363,Periwinkle Bottom; Lake Shawnee
-81.0669178971,37.7271184685,259364,NA
-81.0492873841,37.68505491,259365,NA
-81.0337064658,36.4944775606,259366,NA
-80.9969654488,36.4068187157,259367,NA
-80.9818195926,36.4016825067,259368,Lake Louise
-80.8744668098,37.1745617729,259369,NA
-80.8315383582,36.9888422689,259370,NA
-80.8120649346,36.9912572574,259371,NA
-80.5953734057,36.6760687554,259372,NA
-80.5797260105,37.0765224906,259373,NA
-80.534504057,37.3603671063,259374,Mountain Lake
-80.4371331735,38.2521012688,259375,Summit Lake
-80.3876631856,37.1216910325,259376,NA
-80.3306304921,36.9410494302,259377,NA
-80.2804155847,37.7406563637,259378,NA
-80.2541184871,38.6299803919,259379,NA
-80.2402104738,38.6432524066,259380,NA
-79.7797374731,38.5353012452,259381,NA
-79.7017948127,38.5314030218,259382,Buffalo Lake
-82.1023833301,38.8375829053,259383,NA
-81.829433882,38.4152325152,259384,Ridenour Lake
-81.8294767504,38.4772987029,259385,NA
